Ticketid,Category,Subcategory_1,Subcategory_2,Subcategory_3
87917,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
87918,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
87919,Segnalazioni,,,
87930,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
87936,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
87944,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
87964,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
87966,Segnalazioni,,,
87967,Segnalazioni,,,
87971,Manutenzione interna,,,
87972,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
87975,Segnalazioni,,,
87976,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
87981,Segnalazioni,,,
87983,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
87987,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Carente
87997,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
88009,Segnalazioni,Animali,Uccelli,Presenze
88010,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
88016,Segnalazioni,Verde pubblico,Alberi/rami,Danneggiati
88017,Segnalazioni,,,
88035,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88037,Segnalazioni,Verde pubblico,Aree sgambatura cani,Incuria
88057,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
88061,Segnalazioni,,,
88065,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88067,Segnalazioni,Servizi comunali,Servizi online,
88069,Segnalazioni,Microcriminalità,Vandalismi,
88073,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Richiesta installazione/variazione
88076,Segnalazioni,Arredo urbano,Recinzioni in legno/rete,Danneggiate/incuria
88077,Segnalazioni,,,
88080,teme per la sicurezza in quanto crede siano stati abbattuti dei muri portanti.Non  sono esposti dati di chi ristruttura ,Segnalazioni,Degrado urbano,Cantieri edili
88101,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88115,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Discarica abusiva
88127,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
88128,Segnalazioni,Animali,Insetti,Processionaria del pino
88132,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88134,Segnalazioni,Degrado urbano,Edifici pubblici,Danneggiati
88138,Segnalazioni,,,
88144,Segnalazioni,Viabilità e traffico,Circolazione,Modifica assetto circolatorio
88150,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Discarica abusiva
88158,Segnalazioni,Animali,Insetti,Processionaria del pino
88171,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
88173,Segnalazioni,Degrado urbano,Edifici privati,Abusivi
88176,Segnalazioni,Arredo urbano,Panchine,Danneggiate/imbrattate
88177,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Danneggiati
88204,Segnalazioni,Degrado urbano,Colonnine Enel,
88209,Segnalazioni,Verde pubblico,Alberi/rami,Incuria
88212,Segnalazioni,Arredo urbano,Contenitori rifiuti,Danneggiati
88220,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Danneggiata
88225,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88226,Segnalazioni,Degrado sociale,Segnalazioni,Nomadi
88231,Segnalazioni,Animali,Cani,Presenze
88236,Segnalazioni,,,
88253,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
88273,Segnalazioni,Degrado sociale,Segnalazioni,Nomadi
88283,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88290,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Danneggiata
88294,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
88296,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
88303,Segnalazioni,Servizi comunali,Altri servizi,
88308,Segnalazioni,Animali,Insetti,Altri
88312,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
88317,Segnalazioni,Arredo urbano,Panchine,Carenti
88323,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
88329,Segnalazioni,Verde pubblico,Aree verdi,
88331,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88336,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
88337,Segnalazioni,Segnalazioni,,
88338,Segnalazioni,,,
88348,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
88351,Segnalazioni,Viabilità e traffico,Circolazione,Modifica assetto circolatorio
88357,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,
88366,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88367,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88371,Segnalazioni,Arredo urbano,Panchine,Danneggiate/imbrattate
88374,Richieste di informazioni,,,
88378,Segnalazioni,Viabilità e traffico,,
88380,Richieste di informazioni,,,
88390,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88394,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
88402,Segnalazioni,Degrado urbano,Cantieri edili,Abusivi
88411,Segnalazioni,Arredo urbano,Panchine,Danneggiate/imbrattate
88412,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Danneggiata
88413,Segnalazioni,Viabilità e traffico,Semafori e sistemi di controllo accessi,Non funzionanti
88414,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88416,Segnalazioni,,,
88427,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88430,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88442,Manutenzione interna,,,
88446,Segnalazioni,Arredo urbano,Contenitori rifiuti,Da spostare
88457,Segnalazioni,,,
88458,Segnalazioni,,,
88481,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88488,Segnalazioni,,,
88490,Segnalazioni,Animali,Insetti,"Vespe, calabroni..."
88495,Segnalazioni,Microcriminalità,Furti/rapine,
88498,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88502,Manutenzione interna,,,
88513,Segnalazioni,Degrado sociale,Segnalazioni,Nomadi
88515,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88520,Segnalazioni,Arredo urbano,Fontane,Danneggiate/incuria
88531,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
88533,Segnalazioni,Animali,Uccelli,Presenze
88540,Segnalazioni,Degrado sociale,Segnalazioni,Nomadi
88541,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
88551,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
88562,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
88572,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
88579,Segnalazioni,,,
88589,Segnalazioni,,,
88591,Richieste di informazioni,,,
88593,Richieste di informazioni,,,
88605,Segnalazioni,Degrado sociale,Segnalazioni,Nomadi
88606,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Carenti
88607,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
88616,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
88617,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
88618,Segnalazioni,Arredo urbano,Contenitori rifiuti,Maleodoranti/stracolmi
88620,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88653,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Discarica abusiva
88660,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Richiesta installazione/variazione
88661,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Danneggiati/manomessi
88689,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti ingombranti
88690,Segnalazioni,,,
88695,Segnalazioni,,,
88701,Segnalazioni,,,
88712,Segnalazioni,Animali,Altri animali,Presenze
88714,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88716,Segnalazioni,Attività produttive,AttivitÃ  commerciali,Problemi igienico sanitari
88721,Segnalazioni,Viabilità e traffico,Semafori e sistemi di controllo accessi,Non funzionanti
88731,Segnalazioni,Attività produttive,AttivitÃ  commerciali,Problemi igienico sanitari
88732,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
88733,Segnalazioni,Degrado urbano,Cantieri edili,
88735,Segnalazioni,Verde pubblico,Alberi/rami,Danneggiati
88744,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88746,Segnalazioni,Animali,Roditori,Presenze
88751,Segnalazioni,Animali,Roditori,Presenze
88756,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
88772,Segnalazioni,Arredo urbano,Segnaletica verticale non ai sensi del CdS,Danneggiata/imbrattata
88773,Segnalazioni,Verde pubblico,Aree verdi,Danneggiate
88778,Segnalazioni,Arredo urbano,Impianti sportivi,Danneggiati/incuria
88779,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88783,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88784,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
88791,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88794,Segnalazioni,Animali,Roditori,Presenze
88801,Segnalazioni,Degrado urbano,Parcheggi pubblici,Dissestati
88802,Segnalazioni,Degrado sociale,Segnalazioni,Nomadi
88817,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
88818,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88823,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Danneggiata
88826,Segnalazioni,Servizi comunali,Altri servizi,
88846,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Danneggiati
88851,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
88864,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
88869,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Danneggiata
88880,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88881,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
88882,Segnalazioni,Animali,Cani,Presenze
88888,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
88889,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
88899,Segnalazioni,Arredo urbano,Contenitori rifiuti,Carenti
88903,Segnalazioni,Degrado sociale,Segnalazioni,Nomadi
88907,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88908,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Danneggiata
88913,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Danneggiati
88918,Segnalazioni,,,
88923,Suggerimenti,,,
88929,Segnalazioni,,,
88941,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
88943,Segnalazioni,Animali,Uccelli,Presenze
88947,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Discarica abusiva
88949,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
88957,Segnalazioni,Arredo urbano,Giochi bimbi,Danneggiati
88963,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Danneggiata
88964,Richieste di informazioni,,,
88984,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Carenti
89056,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Danneggiata
89059,Segnalazioni,Arredo urbano,Contenitori rifiuti,Maleodoranti/stracolmi
89060,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
89064,Segnalazioni,Arredo urbano,Contenitori rifiuti,
89065,informazioni,Segnalazioni,Viabilità e traffico,Sosta e parcheggi
89070,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
89086,Segnalazioni,Degrado sociale,Segnalazioni,Nomadi
89131,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
89144,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
89158,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Danneggiati
89164,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
89178,Segnalazioni,Arredo urbano,Recinzioni in legno/rete,Danneggiate/incuria
89185,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
89188,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
89190,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Danneggiata
89232,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
89233,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
89235,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89240,Segnalazioni,Servizi comunali,Servizi cimiteriali,
89241,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
89242,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
89244,Segnalazioni,,,
89247,Segnalazioni,Degrado urbano,Cantieri edili,
89248,Segnalazioni,Servizi comunali,Altri servizi,
89250,Segnalazioni,,,
89271,Segnalazioni,Verde privato,Alberi/rami,Mancato reimpianto
89277,Segnalazioni,,,
89280,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
89285,Segnalazioni,,,
89299,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
89303,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Danneggiati
89349,Segnalazioni,,,
89353,Segnalazioni,Arredo urbano,Cartelli toponomastici,Numeri civici
89361,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
89365,Segnalazioni,Verde pubblico,Alberi/rami,Carenti
89366,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
89367,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89370,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
89373,Segnalazioni,Arredo urbano,Contenitori rifiuti,Da spostare
89374,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
89379,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Danneggiata
89380,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
89381,Segnalazioni,,,
89382,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Danneggiata
89384,Segnalazioni,Arredo urbano,Giochi bimbi,Danneggiati
89402,Segnalazioni,Degrado ambientale,Dissesto idro-geologico,Allagamenti
89406,Segnalazioni,,,
89415,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Danneggiati
89418,Segnalazioni,Verde privato,Aree verdi,Incuria
89422,Segnalazioni,,,
89425,Richieste di informazioni,,,
89468,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
89475,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
89499,Segnalazioni,Animali,Roditori,Presenze
89503,Segnalazioni,Animali,,
89505,Segnalazioni,Verde privato,Siepi,Invadenti
89506,Segnalazioni,,,
89508,Segnalazioni,,,
89525,Segnalazioni,,,
89548,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
89551,Segnalazioni,Verde pubblico,Siepi/aiuole,Incuria
89552,Segnalazioni,Animali,Roditori,Presenze
89553,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
89556,Segnalazioni,Verde privato,Aree verdi,Incuria
89558,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
89560,Segnalazioni,,,
89562,Segnalazioni,Animali,Gatti,Presenze
89572,Segnalazioni,Verde pubblico,Aree verdi,Danneggiate
89573,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89575,Segnalazioni,Verde privato,Alberi/rami,Invadenti
89577,Segnalazioni,Verde privato,Alberi/rami,Invadenti
89579,Segnalazioni,Viabilità e traffico,Passi carrai,
89581,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
89582,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
89583,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
89595,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
89597,Segnalazioni,Arredo urbano,Rastrelliere,Carenti
89599,Segnalazioni,Degrado ambientale,Sporcizia/deiezioni/problemi igienici,Pulizia strade
89613,Segnalazioni,Degrado ambientale,Inquinamento atmosferico,Inquinamento atmosferico da sorgenti non puntuali
89618,Segnalazioni,,,
89629,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti ingombranti
89638,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
89643,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89654,Segnalazioni,,,
89655,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89665,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
89693,Segnalazioni,Verde pubblico,,
89696,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
89706,Segnalazioni,Animali,Roditori,Presenze
89708,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
89716,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
89717,Segnalazioni,Animali,Roditori,Presenze
89723,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
89725,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
89729,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
89735,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
89737,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
89742,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
89745,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
89746,Segnalazioni,Arredo urbano,,
89751,Segnalazioni,Verde pubblico,Vegetazione spontanea,
89767,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89769,Segnalazioni,Servizi comunali,Riscossione tributi,
89770,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
89772,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
89776,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",
89781,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti ingombranti
89789,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
